web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574953935-4488","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Jenn","They lasted so briefly, that they almost seem disposable...","March 23, 2018","Liked them well enough for the price...until they died on me less than three months after purchase for no discernable reason. I haven't reached out to customer support yet, but the fact that they simply stopped with no warning was very upsetting.

It doesn't respond when I click the power button or when I plug it into my computer or a wall plug for charging. When plugged in for charging, the light goes to red briefly before going blue; which is not how it worked before today. In the past my wireless headphones have been replaced due to simple loss, and this is the first time one died on me, much less so quickly.

Very dissapointing.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Otium-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B018APC4LE/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574953935-4486","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","L. Green","These are great headphones if you hate music","January 9, 2019","I am not an audiophile. I can't imagine shelling out $100+ on nice headphones. I have an $8 pair of wired Panasonic earbuds that I think are great (minus the annoying cord) -- and indeed, those are my baseline for comparison purposes with the Otium headphones.

The Otium headphones are inferior to my $8 earbuds in every possible way except for the fact that they do not have a cord that gets tangled as easily. The noise that comes out of them is flat and lacks richness. It has plenty of bass -- especially if you turn the volume up -- but it's like they had a meeting and said, ""If we crank the bass, nobody will notice the otherwise-terrible sound quality!"" I was listening to new music and hated all of it because of the quality issues and the small, nearly-imperceptible skips in the playback (I'm on a hardwired fiber connection; it isn't my internet). To say that these earbuds play ""music"" is like calling pasta sauce smeared on a saltine cracker ""pizza."" And again, this is from someone who thinks $8 earbuds are great.

And let's just say I got a defective model, and they don't all sound this bad (I think they all sound this bad; mine sounded bad but not ""holy cow this is defective!"" bad): these are SUPER UNCOMFORTABLE. The only adjustment you can make to the fit is by changing out the rubber tips. That's better than nothing, but since the over-ear piece is entirely non-adjustable, all the weight (and relatively speaking, it is a lot of weight) sits on your inner ears. I don't think I could wear these for more than an hour or two before I'd have to take a break from them. I also find myself wishing there was a joint between the ""ball"" of the earbud and the bulkier, outer-ear piece, which might make it easier to get a better fit.

The good: they came with few extra sets of rubber tips in different sizes, a nice case, a little cord-keeper (to help take up some of the slack in the cord between the ear pieces), and they were packaged in a cardboard box instead of a plastic clamshell (thank you!)

**UPDATE**
The seller contacted me in response to this review to offer to send me a new pair of headphones because I found the first ones so unsatisfactory. They did not ask me to change my review, which I appreciate. I'm not taking them up on the second pair because regardless of sound quality, I don't think they'll be any more comfortable than the first pair, but I appreciate their effort to resolve the issue and have left feedback saying as much on their seller page.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Otium-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B018APC4LE/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574953937-4501","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","KN4TX","Good Headphones (at the Price) for Running","August 7, 2018","I'm on my 3rd pair of Otium headphones. Here's the good and bad. Great battery life, lasts for several running sessions before needing to charge. Provides battery level on my phone under the bluetooth settings. Nice to know battery status, as there is no other indicator.
The sound quality is good.
The buds don't insert far enough in my ear to act as sound canceling headphones, which means they don't work well in loud environments. I use them while running, so they generally work just fine. They do appear sweatproof.
As I said, this is pair #3. My original set stopped working cold after about 6 weeks. I reported the problem and was shipped a replacement pair and received them in about 2 days. Great customer support. I've not had a similar issue with pairs #2 or #3.
My only real issue is the fit. My left ear canal must be ""normal,"" as the bud inserts cleanly and the ear clip holds the bud in just the right place. My right ear must NOT be 'normal' because I never seem to get the same snug fit. Oddly, it fits better when I wear the lanyard in front of me rather than behind my neck. There is no angle adjustment or clip adjustment (as far as I can tell), so after a long run, I find the right earphone begins to slip in and out as I sweat more and more. But it works well enough that for the price, it's hard to beat.
As for why I had to get another pair (pair #3), my second pair was stolen along with my wallet from my car. I would guess it is a good sign that I like these headphones since I bought another set to replace the ones that were taken.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Otium-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B018APC4LE/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews&sortBy=helpful"
"1574953926-4447","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Chris","Company does not honor the warranty...","December 23, 2017","These headphones worked for a couple of months and then died.  They will no longer take a charge or operate.  Although the company did answer my email and ask for my address on November 26th, they have not honored their warranty; and they have not answered 3 follow up emails. Basically money thrown down the drain.  I am going to try and call Amazon corporate to complain and ask for a refund.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Otium-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B018APC4LE/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews&sortBy=helpful"
"1574953959-4602","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","DT","Value for the money.","October 29, 2019","Battery life seems to be pretty good, I generally start using then around 8am and at noon they're still at 90%.

The Bluetooth pairing is quick, the range seems decent have walked 30-40' away, also walked about 20' away with a wall between my phone and them and connection remained.

I'm no audiophile, the quality of the sound isn't terrible, a bit bassy so it can sound muddy at times. I adjusted the EQ on my phone and it helped.

They slightly larger than powerboats and the earhooks are just soft rubber so there's no shaping them. Overall they seem to stay in there ear.

The case is your typical free accessory case but doesn't feel super cheap. Comes with plenty of extra buds of various sizes and ofcourse a short charging cable.

Cant speculate on the life but still worth the price in my opinion.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Otium-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B018APC4LE/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews&sortBy=helpful"
"1574953922-4426","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Rocky","Updated: 7/10/17 ... Best $20 or $40-50) in-ear Bluetooth headset you'll find anywhere.","July 3, 2017","Ok, Yes, I'm surprised by this little dynamo.

(Updated 7/10/17 at bottom)

I am not a huge fan of most in-ear headsets, so i was already sitting on low expectations.  These came today, even though Amazon said they'd come tomorrow (yes, Jul 4? They deliver?)  Anyway, they arrived.  I will probably mention this again, but these cost $20.

Now, i reviewed over the ear headphones that were sub-par in every category, so these couldn't be any good, right?

Opened the box, a cute little hard case with a carabiner to attach to something.  The headphones, and 2 extra ear bud sizes and a short USB.. So, all the basics and really the case is not bad if you don't want them in your pocket.a little big but thats being picky.

Upon inspection, about the only negative thing I'll say is the L / R letters are printed really small... come on guys.  Do better than 3pt type for us not young guys.

I should disclose I'm an audio guy, so I know music, and know what sound should sound like.

I'll lead off with the good, since there's no real bad. Without BS, these are maybe the best <$100 BT in ear buds i've heard.  Better than Bose?  Nah, but who is?  But, for the price, these beat a wide array of other headphones I've tried and/or own myself. Many cost a lot more.

I don't like stuff in my ears, and while I don't really like these, they are tolerable for more than a few min.  I've left them in for 2 hours and still they're ok.  These look kinda cool, are comfortable, the ear loop keeps them on without even loosening.  It is just silicone so it won't conform but it fit me ok as is.  The buttons are all on the right ear, no extra piece on the wire. Main button does most everything with a rocker for vol up and down. Minor nitpick, it seems backwards to me. + vol should be forward, holding them, it looks correct, wearing them it's backwards.  A voice tells you what you did.  It dings when you're at min/max sound. Automatically quiets on phone sounds like email or text messages.. Goes off if the phone rings.

Oh but how do they sound? Wow.. Just fabulous.  With really low expectations I was shocked.  Rich, clear tone without overbearing, enough bass without adding it electronically, sharp enough without adding it, even sounds well balanced with EQ off.  IF you know who Jennifer Nettles is, she was the lead in Sugarland.  Her voice is unique and has a really distinct edge to it.  Just sounded perfect.  Leonard Cohen has a deep, raspy voice, and he sounds perfect.  Alicia Keys singing Fallin, breathtaking.  Elle King rocks.  I tried a few test tracks and they all were within optimum target ranges..  which means the sound is reproduced in the way it was supposed to sound.  Subtle sounds like an oboe don't fall off.  Music sounding like it's supposed to sound is kinda cool.

FYI.. These don't have ANC, but if you fit them correctly, it blocks out a lot of ambient noise, honestly more than the ANC headphones i didn't like much.  I have the TV on and at a moderate volume, with music playing i don't hear the tv at all .

The rest: Decent phone sounds on both sides, in-ear was pretty good, checked the phone side and also decent.

Ok, I should point out I PAID for these..  I am not being paid for this review, nor did i get these for free.  Maybe they'll send me a 2nd pair.. :)  I almost bought a different pair, but found these and figured it was worth trying them.  Glad i did.

Basically, the bottom line best $20 or double/triple that headphones you'll ever buy.  ! Really.  (Amazon don't block this review for being too good, i paid for these)

Im still wearing these, guess I have to take them off to sleep. :)

Update:  I just got back from a trip to sauna-land in Florida.  I used my new pals, my Otium Headphones, and i still love them, but one very disturbing problem was discovered.  Since the vendors read this stuff and are very concerned with these reviews, maybe they can fix it.  This isn't a deal breaker, but i feel it's enough of a problem it could change your mind.

According to my BT power app, when these headphones hit 30% power, a low battery alert started endlessly repeating ever 4-5 min.  It basically makes listening to music til they die untenable.  Out of curiosity, i ran them down with music playing and power on, i just didn't listen, and they continued to work for over 3 more hours.  They were still playing when i went to sleep, so i never really determined how much longer they lasted before the battery died. I don't think we need to know the battery is low at 30% and certainly don't need to know this every few minutes until they die . So basically, you can only use these for 70% of the decent battery life.

They need to fix this, maybe change it to battery life about 2 hours left and another at 1 hour.  after that, it just dies.. We don't really need to know they have 3+ hours left as low power every few min. ! Fix this and these will be way better than they already are, which is really good.","5.0 out of 5 stars","",""
"1574953935-4491","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","AJKahn","Great headphones for the price, but...","January 8, 2019","UPDATE #2: I cannot say enough about the awesome customer support they have but they are supporting a flawed product in the end. I cannot recommend these headphones at all. On my second pair, that the customer support sent me for free, I haven't noticed any ringing sound, but there seems to be something more sinister in the back. I have felt that wearing these for longer periods puts some kind of strain in my eyes/nose area. I went back to the first pair and I could feel the same there too. I tried other wireless headsets that I have and I don't have this issue with those. Now I'm not sure this is due to bad shielding or what but this is indeed something I felt every time I wore these. I'm sure a lot of people wouldn't feel this way as I didn't see much about this in the reviews. I feel sorry for the support team as they're awesome people, but the product is too flawed to support. I'd say back to the drawing board Otium.

UPDATE #1: Without ever contacting the support, they spotted this review and were able to get back to me. Their support was quick, apologetic and understanding. They were kind enough to send a new pair of headphones and even extended the warranty to 2 years. I will update this review again once I've tested out the new headphones, but I must say that for a $20 pair of headphones, their customer support is better than most retail giants. 5* for customer support. I'll add the last star in once I've verified the new pair. Thank you OTIUM!

Beware of the issues affecting these. Was wearing mine to listen to an audiobook at night and now they have started making a ringing noise. It's subtle, in the background, but very annoying and somehow makes it uncomfortable to keep wearing for longer periods due to the persistent noise. It has only been 4+mo since I got them, so I cannot do Amazon return and cannot find otium contact for warranty. Will keep searching...

Otherwise the battery life is excellent and the build quality is what you can expect for a $20 piece. Good overall only if it wasn't for the ringing noise issue.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Otium-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B018APC4LE/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574953985-4717","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Andy","For $20, these are hard to beat","January 3, 2019","I own 2 sets of these, and they work well enough for my needs. For the price, you really can't expect much more.

PROS:
-Decent battery life (~7 hours max, which will decay over time)
-Decent sound quality. Not spectacular, but probably more than good enough for most people
-Fits my ears well and stay in place. And I have weird ears and am picky about this.

CONS:
-Sometimes has issues connecting, especially if you consistently switch controlling devices.
-The ""max volume"" alert sound  is LOUD, high-pitched and painful. There is no reason for this and is a bad design
-Outgoing voice quality is mediocre, as you might expect, but clear enough to be understood.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Otium-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B018APC4LE/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews&sortBy=helpful"
"1574953924-4439","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Timothee Ward","I forget that I'm wearing them sometimes.","February 1, 2019","Looks larger than your average Bluetooth headphones, but seemingly lighter. Slightly disappointed by the size, after putting them on, became instantly pleased how light, very fitting and comfortable these are. The first sound test after easily connecting, was near perfect to my ears. My hearing is still pretty good for my age so I like a headphone set that isn't high pitched at virtually any level. When I need that big sound during exercise, these have the power without leaving your eardrums tired also. They've never fallen off during walking , running or during any other intense, prolonged movement. I purposely tried to shake them off and ended up in a serious dizzy spell.(Not recommended.)  Sweat won't make them slip either. Labeled as left and right buds, for those of us that suddenly get confused.  Reception range is good too, no matter what side of your body the connected device is on. That was always an issue with previous headsets, constant connectivity during movement. One touch to answer an incoming call or just to ignore it without having to grab your phone. Built in mic also has crisp sound to it. The Otium Bluetooth headphones very much feel like they were specifically designed for my ears. I forget that I'm wearing them sometimes. Until you accidently jump in the shower with them on. Did I mention that they're waterproof.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Otium-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B018APC4LE/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews&sortBy=helpful"
"1574953940-4513","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","detroitartis","Instantly broke.","March 7, 2017","The left ear phone popped in half while pressing it into my ears. Oh well I guess I get what I pay for.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Otium-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B018APC4LE/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews&sortBy=helpful"
"1574953937-4504","https://www.amazon.com/product-reviews/B018APC4LE/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Caroline C.","These worked great until they broke within the first two weeks of ...","January 24, 2016","These worked great until they broke within the first two weeks of use. They seem to be cheaply made. Very disappointing.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Otium-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B018APC4LE/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews&sortBy=helpful"
