web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574952489-2394","https://www.amazon.com/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Austin","Against the Sony MX1000 its a very close race - But QC35 comfort has no equal","December 11, 2017","Having tested the Song MX1000x for a long while in Bestbuy and these at the next booth over, it was clear in that moment which I liked better - but i cant help but wonder if the MX1000x had just focused more on comfort what this review would look like instead.

Bose is all about comfort, as the name suggests it is built around the policy of supreme comfort, a factor that the MX1000x can't even come close too. Within 30 seconds of wearing the sonys in bestbuy, my ears began to burn and felt the nauseating sensation of a headache growing... and that was only after 30 seconds of listening. Bose on the other hand, even in those few seconds of testing at BestBuy - I could barely tell that I had a pair of headphones on my head.

So Bose wins comfort, and i think everyone can agree on this... but that's really about it. Sony has far better noise canceling, you should have seen my face when I pressed the calibration button in BestBuy (and as loud and busy at it was, and i didn't even have music playing) it was dead silent. And dead silent in a way, where even my own excited squeals of laughter were invisible. It was truly like being deaf, unable to hear a thing and nothing was even playing yet. Upon turning on the tunes though, aside form the neddle-like precision of notes, I felt something was missing from them. It was a strange feeling, and I think its the fact that the MX1000x are so good at separating sounds from one another, that music sounds sort of hollow when you really listen to something. It can turn a symphony into a bland practice session, because it's so good at separating notes.

QC35 on the other hand, left something to be desired on the noise canceling ability. The loud roar and chatter of bestbuy, became a dull to silent roar, with most sounds around me muffled out. With all music and sounds turned off I would rate the BOSE as more a ""Sound Dampening"" headphone, than a true noise cancelling headphone (at least when compared to the technology of Sony). Still when turning on the music the sound felt full. My face was shocked at the clarity of the notes produced by these headphones. music had feeling with these on, tension, emotion - something I felt the precision of the Sony's sort of took away. The music sounded more like a symphony, than a audiophile picking apart every single note and separating them so you could hear it individually (as the sony's did). This lead me to hear that the BOSE produced better sound to my ears with the test tracks provided. However using truely uncompressed audio, you will be able to hear much more notes and instruments with the MX1000x.

Reviewers constantly raved about how the Bass on the MX1000x was much better than the QC35, but to be completely honest I don't really hear that at all. I've ramped up my QC35 against a friends MX1000, and I prefer the Bass tones of my Bose over his, every time (even with uncompressed audio). Even the sound quality of the Bose I sort of prefer, even with the clarity that Sony produces.

In the end Bose wins in comfort hands down, there is absolutely no equal in this regard and really the QC35's shining quality. As far as bass and music quality go... its really a toss up on what you prefer. Sony hands down has the best noise cancelling possible, but are extremely uncomfortable and will give you a headache from how close they placed the speakers to your ears so they get squished!

If i were placed in the same position again of buying either, I don't think there's any change I would have changed my purchase. However if the MX1000x had been as comfortable, I would own a pair of sony's instead.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bose-QuietComfort-Bluetooth-Headphones-Noise-Cancelling/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews&sortBy=helpful"
"1574952457-2241","https://www.amazon.com/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","DTodd","Bose hits it out of the Park with these!","April 4, 2018","I was in the market for a new set of premium headphones and I agonized for days over whether I should choose the QC35s, the Sony WH1000XM2s and the Sennheiser P550s. They all had their strong points.  I finally broke the logjam by selecting according to what I wanted in a set, versus cool but unnecessary features that I would probably seldom use or need.  And as you can probably guess, I ended up selecting the Bose QC35s.

I recieved my QC35s within 48 hours or ordering from Amazon.  Upon opening the package I was both pleased and underwhelmed with a few features.  Let's talk about something good first.  The semi-hard case really rocks.  -Well-built and padded to keep the QCs relatively safe.  However, the provided USB charging cable was ridiculously short. Without measuring, I guess-timate the cord to be a out 8 to 10 inches.  The included headphone cable was less short but still a bit underwhelming in length.  Bose is a premium company, and for the price of entry to purchase these headphones, there is no reason why they could not include cables that are at least a serviceable length. Without checking, but having owned many Sony and Sennheiser headphones over the course of my lifetime, I'm willing to bet they would not make such a remedial mistake.

Fortunately, the QC35s made up for the cable issue with outstanding sound characteristics and excellent noise-cancelling capabilities.  The sound stage of these headphones is expansive.  I can hear separation between instruments that sounded muddled and undefined in my previously award-winning Plantronics. In fact, I would say that you probably would be hard-pressed to make a pair of headphones that were siginificantly better using a Bluetooth connection.  And that's just because you get to a point in sound quality that is really only limited by the Bluetooth standard.
As for the claims that I've seen in other reviews that these don't have any bass response, I will tell you that anyone that thinks these headphones don't have bass needs to immediately get their hearing checked. And anyone who needs more bass than these are capable of producing are probably causing themselves some real hearing damage.
In terms of sound quality, will these compete with my wired Sennheiser HD 380 pros?  No way.  Not even close.  In fact, any Bluetooth headphones I've ever tried, no matter how much money you throw at them will get stomped by a decent set of wired headphones. And that's just the reality of Bluetooth, until a new technology takes its place.

BUT what you're getting here is an excellent portable set of headphones that sound pretty sweet and have excellent noise reduction.  I ride the Washington DC Metro (subway) to work every day, and once I set the ANC and turn on the music, I never hear another sound other than the music.  They're also reasonably comfortable and actually fit my big ears and head very well too. Bose claims 20 hours of use from a single full charge and I am inclined to believe that figure.  I can charge them on Monday, and by week's end, I have ridden the train a combined 15 hours, and have plenty of juice left. If you've owned a decent set of Bluetooth headphones before, these probably won't blow you away, but they certainly won't disappoint either. Bose gets it right here, and I'd wholeheartedly recommend these to anyone looking for premium set of headphones.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bose-QuietComfort-Bluetooth-Headphones-Noise-Cancelling/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews&sortBy=helpful"
"1574952465-2281","https://www.amazon.com/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","MAVRIK","Bose knows Noise canceling!","August 20, 2018","I was going to get a much cheaper headphone but I see Bose headphones used by a lot of travelers.  I did a little research on them and they were a bit too much but I figured I would get them at the $299 price.  I also saw that the SONY ones that are much like these were also on sale at $299.  Anyway, i ordered them and I got them Monday afternoon as promised.  Everything was in tact and no damage to the box or the headphones.  I opened them up and charged them up while I got ready for work.  I took them with me along with my iTouch.  I took my phone and downloaded the Bose+ app to my phone and went through the process of setting up and pairing it to my Galaxy 7.  It did not take long and it also had to download some firmware which did take a few minutes for it to download and then install to the headphones.  Once completed I walked through the features and it added Google assistant so I can use one of the buttons to initiate and ask Goggle assistant questions or have it do something.  They are very comfortable on my head and on my ears.  They don't cause any discomfort or stress out my ears after wearing them for a long period of time.  Just have to get use to the location of the buttons.  The Noise canceling is pretty good and you can turn it off if you like and save on battery.  I have yet to see how long the charge lasts in prolonged use.  Overall on my first use and test of it I really like them and glad I ordered them.  Well worth the money in my opinion.  Will give a more detailed update on them after I have had some time to test them out and see how they perform.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Bose-QuietComfort-Bluetooth-Headphones-Noise-Cancelling/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews&sortBy=helpful"
"1574952502-2458","https://www.amazon.com/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Boba Fret","Light, comfortable, and sound great","August 11, 2018","I've owned a LOT of headphones and try out headphones fairly often. I love AKG headphones for the sound quality but after a while they can physically start to wear on my ears. These are super comfortable and sound great. The noise cancelling is really nice. I tried the competing Sony pair and they just aren't comfortable at all for me.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bose-QuietComfort-Bluetooth-Headphones-Noise-Cancelling/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews&sortBy=helpful"
"1574952470-2309","https://www.amazon.com/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","O. B. Juan","Pairs With Cisco Model 9951 Office Phone","June 25, 2019","FYI, I did not purchase these Bose headsets but received them as an award at work.  My desk is in the middle of a call center, but I'm not a call center rep.  Therefore, my day is filled with the constant chatter of other people's phone calls.  I do lots of math so to minimize the distractions I paired my Bose QC 35 II headphones with my Cisco Model 9951 office phone.  I pretty much wear them all day, and when I do get/make a phone call they work great.  That said, I use my Sony WH-1000MX3 headphones at home to listen to music, the TV, Audible, etc.  I prefer the noise cancellation and sound quality of the Sony's a bit more than the Bose.  I give the Bose 4 stars when compared to the Sony's which I give 5 stars, but the Bose are great headphones!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Bose-QuietComfort-Bluetooth-Headphones-Noise-Cancelling/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews&sortBy=helpful"
"1574952457-2247","https://www.amazon.com/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Jason B.","I love fricking bose so much dude.","November 30, 2018","I wanted to use these headphones for a few days before I left a review.  I didn't pay $349.99.  I had amazon credit so I actually spent about 180.  Are they worth $350?  who knows.  But they're deff worth the price I paid for them.  When I first got them I had to download the bose connect app.  After the initial download, it updated firmware- I'm guessing to get the Alexa feature on the app.  I've had them for 4 or so days now.  I was just about to leave a bad review until I finally realized what I was doing wrong.  Turns out the action button is on the left side.  So this whole time I thought Alexa wasn't working and it was just google assistant.  So remember the action button for alexa etc is on the left ear, folks.  Now.... I won't leave the house with these headphones... too expensive.  Neighbor was getting upset that my music was too loud one night.  So I needed a solution.  These bose headphones was it.  So here I am typing this while wearing the bose headphones with noise cancellation on.  I can't hear my fingers type/click on my keyboard.  I feel like i'm in an airbubble with nothing but music.  It's futuristic af.  I wan't to say they could be a little louder, but being in bands all my life around music pretty much shot my hearing anyways, so they're just fine.  They're comfortable af.  Ears don't hurt. Just what I wanted, over the ear.  I swear to God i was just about to write a bad review about the alexa feature not working after spending days without itworking, come to find out there's a dang button on the left! LOL,  so go ahead and buy em.  As a bose fan, I give them a 5.  price wise, you get what you pay for.  bluetooth is simple.  i don't know what nfc is, but it has that.  i'm able to have my desktop computer pair with my phone at the same time, so that's rad.  I can go from youtube videos on my computer to telephone calls on my phone with a hit of a button. Smart!  I still can't get over this noise cancellation.  I really do feel like I'm sucked in a box with nothing but music playing.  Can't hear nothing from the outside.  I've only charged this once and on my 4th day at 80%. with volume pretty high and noise cancellation on.  App is easy to use.  At least buy em, and if you don't like em.  return em.  You got 30 days and Amazon is good for it.  i love amazon so much.  Merry Christmas, folks!

UPDATE: BEST HEADPHONES EVER!  BEST THING I'VE EVER BOUGHT ON AMAZON IN THE PAST 2 YEARS! USE THEM EVERY DAY WHEN I GET OFF WORK.  NEIGHBORS ARE HAPPY!  SO GOOD! BUY THEM! 7/14/19","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bose-QuietComfort-Bluetooth-Headphones-Noise-Cancelling/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews&sortBy=helpful"
"1574952459-2254","https://www.amazon.com/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","skyforce95","Video Unboxing and Review!!!","January 5, 2018","Watch its unboxing and review video in HD on my Youtube channel: skyforce95","4.0 out of 5 stars","Next page→","https://www.amazon.com/Bose-QuietComfort-Bluetooth-Headphones-Noise-Cancelling/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
"1574952470-2308","https://www.amazon.com/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Trevor","Glad I finally made the purchase!","February 14, 2019","I work in a noisy office environment and went back and forth as to whether these would help and were worth the money. I also had to decide between the latest Sony and Bose models.
I finally made the decision to spend the money and to give Noise Cancelling technology a try. Based on all the reviews on Amazon I decided the Bose was a better choice. So far I am extremely happy; the battery life is awesome, the sound quality excellent and the noise cancelling abilities have really surprised me. I wish now I had purchased earlier. My only complaint - the ridiculously short charging cable that comes in the box! Come on, these are $350 headphones!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bose-QuietComfort-Bluetooth-Headphones-Noise-Cancelling/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews&sortBy=helpful"
"1574952465-2290","https://www.amazon.com/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Scott Lemon","Will not work right with Windows!","April 10, 2018","I love the headphones. They are very light weight. The big drawback is that they are not compatible with windows. To use them with a windows computer you have to use the stereo plug and it kind of defeats the purpose of wireless. I wanted to use them on a gaming computer but to no avail on the Bluetooth front. I wonder if they will work with windows phones (we will never know as no one owns a windows phone:) ). Bose needs to make their devices compatible with all OS's. not just the most popular mobile platforms.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Bose-QuietComfort-Bluetooth-Headphones-Noise-Cancelling/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews&sortBy=helpful"
"1574952472-2318","https://www.amazon.com/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","lowjumpingfrog","Google Pixel 2 Users Beware","April 13, 2018","The noise cancellation is fantastic. The sound is great as well. However, Bose does not deliver on all functionality. The multifunction button does not work to pause/play or skip track on current version of Android on Pixel 2 or Google Pixel Chromebook. Plus, don't bother using it to make a phone call. The call quality is poor and there is a constant echo of every word you speak on both Android and the iPhone.

Update: After restarting my Pixel 2, the multifunction button works for pause play for now but, using this this headset for for making phone calls on Android or the iPhone is unusable. Unless of course you are calling yourself. Everything you speak into the microphone is repeated back in the headphone about a 1/2 second later. That wouldn't be so bad if the echo was faint. The echo is louder than the voice of the person you are calling.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Bose-QuietComfort-Bluetooth-Headphones-Noise-Cancelling/product-reviews/B0756CYWWD/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews&sortBy=helpful"
