web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574952935-3365","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Sam","Very nice headphones!","April 26, 2017","These headphones are quite nice.  They fit well and operate as stated.  I purchased them to operate with my 55 series Samsung TV.  The 55 series will not sync directly to the headphones (the 64 series will) so I purchased a Bluetooth adaptor which synced with the headphones easily.  These headphones support two Bluetooth devices allowing me to sync my iPhone as a secondary device.  I couldn't be happier with the outcome and yes, I would recommend to friends and family.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews&sortBy=helpful"
"1574952920-3296","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Blue w126","Had issues with headphones but seller went out of their way to fix the problem","March 21, 2019","My initial review of this product included my frustration with the headphones randomly disconnecting and then having problems reconnecting mostly to my laptop.  Other than this, I really liked these headphones.  They are comfortable, I can hear the sounds clearly, and they hold a charge for a long time.  I am in the habit to charging them once a week but I really do not have to.  They really last for a long time and I use them everyday. They are also sturdy but fold up nicely for storage.
Honestly, they are great headphones especially given the price point. I cannot imagine how more expensive headphones could be any better.
Still, the random disconnecting was a major frustration.  After posting my initial review, the seller contacted my to let me know they had sent out new headphones since mine were malfunctioning.  I had not asked for anything so I was surprised.
That set did not arrive.  I assume that they were delivered to my old house.  When the seller  contacted me again to see if the new headphones were okay, I thanked them but let them know that it is likely that the person who bought my old house received a pleasant surprise.  I figured that would be the end of it.  The seller emailed me that they would send another set of headphones out to the correct address.
They did just that.  I have to say that I was not expecting the customer service that I received.  I have to give them a big plus on this.  I feel that they really went out of their way to fix the issue I was having.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews&sortBy=helpful"
"1574952942-3391","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Mr. Chiavare","**UPDATED REVIEW** Inexpensive headphones, good for movie watching...","January 29, 2019","**UPDATED REVIEW**
I got a replacement pair of these. The sound quality is better, but still don't work for my conference calls. The sound is ""tin"" like and I sound very far away from the mic in my tests, as if I am yelling across a table to be heard.

For movie watching/music listening, these are fine. They fold, becoming more compact, and have a carrying pouch. Again, better sound than my original pair, but not amazing.

I currently use a Corsair headset, and the sound is amazing both for conference calls and while music/movie listening.

**ORIGINAL REVIEW**
I use these for audio calls on my laptop (for conference calls) as well as listening to movies on my tablet. As far as sound quality for listening to movies, they are fine but not stellar. They don't have a great range for sound quality and often loud but not clear; there is not a subtleness to the sounds.
When I am on conference calls, people often say they are unable to hear me and the sound quality is muffled.
I would not buy this product or from this company again.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews&sortBy=helpful"
"1574952937-3372","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","prjc18","Pretty good for the price.","May 17, 2018","Try to write a quick honest review here.
I’ve had these for about a week now. I work outside half the week doing mowing and other things as a building manager. I wanted something that would last all day and muffle noise from the mower.
So let me say for the price these work great. Comfortable, look great and don’t fall out my ears like buds. The battery lasts me a 8 hour day easy so far. I’ve seen people huffing over having to charge them after a day but really what don’t you charge after a day of use? I like the functions and that I can move threw my songs without touching my phone. The range for me seems pretty good at least 20’ and the connections strong even with a mower running. The sound is to be expected for $37. I mean come on you didn’t expect them to be like beats,jbl,or bose did you? But for the price they pump pretty good and muffle outside sounds decently. I can hear my music very well with a motor right behind me so I’m pretty pleased. I can’t tell you the  Long Jevity of them yet but I hope they hold up.
For the record I only use these with my phone wirelessly so that’s what my experience is based on.
Just a quick update. Still great headphones but sadly already stopped charging. I’m a little disappointed as they are not that old and only used once a week at best. Bummer.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews&sortBy=helpful"
"1574952892-3162","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Jenne","The absolute BEST Bluetooth headphones, and at a great price too!","August 19, 2018","I have a (just turned) 8 year old son, and we’ve had these for over a YEAR now. He uses them DAILY, and we’ve never had even ONE issue! As you can imagine, he’s a kid...He treats his possessions pretty well, but still...Daily use, for over an entire YEAR, and ZERO problems!?!? I would buy these again and again. The sound is so good...No kidding here, they rival my Beats! These are the absolute BEST bluetooth headphones especially for the price. Plus, green is his favorite color, and they match his iphone case perfectly!
He needed headphones for school this year, and I wanted to buy him the same ones, but just with a traditional cord, and without the Bluetooth feature, but unfortunately they only make a Bluetooth version (or if MPow does, I can’t find them)! and his school requires then to have a cord. These are possibly the most value I have ever gotten out of buying an item for him, and he has every game system on the market plus soooo many accessories...These have never let us down, and they are at an unbelievably good price, especially when you look at all of the usage they’ve endured...We’ve brought them with us on vacations, to doctor appointments, you name it. Never ONE problem with the sound, connectivity, or anything else. They’ve been dropped, they’ve been grabbed by his friends back and forth (playing...ya know, kids), and they amaze me, because they sound GREAT and are still going strong, AND the mechanisms that fold them down still feel and work like the day they came out of their box!!
I really hope they keep them exactly as they are, and don’t “update” them, because I will absolutely purchase another pair or two. They’re the best Bluetooth headphones on the market, imho. Highly recommend!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews&sortBy=helpful"
"1574952882-3116","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","pappysproductions","Best Headphones","September 21, 2017","These headphones are perfect!","5.0 out of 5 stars","",""
"1574952907-3233","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Matthew Romano","Stop shopping around, these are the ones you want.","August 25, 2018","Outstanding headphones for a steal at $39.99. I own 3 different pair of wireless bluetooth headphones and these are by far my favorite. I bought these as an additional pair just to use at night in my bedroom. Kudos to the Amazon Firestick for having bluetooth capabilities as I got these specifically to avoid keeping my wife awake while I routinely stay up sfter she's sleeping watching one thing or another. They paired with no issues at all and have never dropped their connection. They are smart in the way of managing the battery life as I frequently just take them off and lay them on my night table without worrying about shutting them off. They have literally never run dead on me and I've gone days without charging them. When I do charge them I've never had an issue with one micro usb cable or another not charging them well... some devices dont charge well if you don't use the supplied cable - these don't seem to care at all what cord I use. They sound great and fit comfortably. The range is good as well... sometimes I'll get up to use the bathroom and they have never cut out. Sometimes I'll go downstairs and make a sandwich - still good to go at probably around 40-50 feet. Ive even stepped outside to the back deck for a smoke and occasionally it will start to cut out at that point... that's pretty understandable in my opinion. When that happens i just press the middle button on the left ear and it pauses whatever im watching.

My only negative is that sometimes I want to turn the volume very low. While using these the TV volume has no effect on the headphones, you only volume up or down using the buttons on the left ear. My only complaint is that the lowest they go before going to mute could be lower. It goes from moderately low to mute with one additiinal click. Thats pretty negligible to me when considering the overall capabilities of these headphones.

If youre looking for a great set for an even greater price, look no further.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews&sortBy=helpful"
"1574952937-3374","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","404UserNotFound","Decent pair of headphones for the price","February 14, 2019","To be blunt, i'm not super happy with these headphones, the reviews make me think these were gana be great.
1. Maybe i have large ears, but they end up getting squished a tiny bit when i wear these, so over a long period of time, it hurts, but that may be just me. otherwise, it isn't too bad, fairly comfortable.
2. BLUETOOTH audio quality sucks. It works, and it plays music with no issues over long ranges, so A++, but the sound is tinny, and hollow, and there is static and crackles intermittently (and i'm sitting right next to my phone when it happens... not moving, nothing between phone and headphone)

Good news: the WIRED audio is fantastic. Sounds exactly as it should, no special audio tweaks required, and reproduction of all frequencies is on point. so, if you want a cheep pair of wired over-ear headphones these aren't bad! if you want high quality wireless audio, I don't think these are the ones for you.
I'll update this if i find a new place or situation where the wireless audio improves, but so far, i would not recommend. Sorry Mpow","3.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews&sortBy=helpful"
"1574952894-3173","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","C. D. Herter","Excellent value","April 3, 2019","You really can't go wrong with this headset for the price.  The sound, particularly the base, is very good.  I'm picky with headsets.  My Bose noise canceling ear buds are fantastic.  The Audio Techinc M50s are amazing, but this very inexpensive MPOW headphone is very good too...it's not as responsive on the high end, but really, for the price, it's absolutely wonderful.  I bought these primarily for my commute on the bus.  I wanted something not-too expensive, but decent enough to keep my happy for an hour.  Almost a year later, I'm still using these EVERY DAY, and they sound great!  I'm not really sure if the noise cancelling even works...I think most if from the isolation of the over-the-ear cushions, but the result is good for me. The bluetooth picks right up, never a problem with paring.  Both ear pads wore completely out, but weren't too hard to replace.  Some of the cosmetic details, like the plastic cover for the head band padding, came apart right away.  But I'm so impressed that the mechanical workings are rock solid, and I like the sound!  I got a great price on something that far exceeded my expectations, so I'm happy.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574952916-3277","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Christopher Riddick","Beyond worth it!","August 22, 2018","I waited to review this as I'm skeptical as most but I do take gambles every now and again. This paid off! My daily use in these have been for the gym. Even with all the sweat and cardio/weightlifting they do not slip off my head, which was my biggest concern. Sound is more than enough to drown out TV's, gym dance music plus your screamers! This also takes phone calls and no issues with people hearing you. I have also used the aux cable with my computer, also no issues i.e. crackling. This is an amazing headset for the price! If you want to spend another $200.00 for a higher end pair you can probably get a LITTLE lighter pair but these are not heavy to begin with. Ear are probably made for medium or small so if dumbo is your thing I would recommend something else. Hope this helps.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews&sortBy=helpful"
"1574952922-3304","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Mark Barnes","I had these for two months and loved them; I even bought a second pair for ...","November 22, 2017","I had these for two months and loved them; I even bought a second pair for my son. I charged them two times, and they worked perfectly. Then, mysteriously, I charged them again, and they no longer will hold a charge. I can connect to my phone when they are on the charger, but when I remove them, they don't work. Obviously, I want them for their Bluetooth capability. Pretty frustrating.

1-19-2018 UPDATE

The folks at Patozon, who sold me this item, sent me a replacement shortly after I complained. I've had it for a couple of months now, and it works beautifully. They've checked in numerous times to ensure my satisfaction. I can tell you now that this is the best headset for the money anywhere, and Patozon is a marvelous company. Don't delay! Grab you Mpow headphones today!","2.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews&sortBy=helpful"
"1574952940-3384","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Reva M","Works good, just not on PC...","July 8, 2018","So I bought these to use on my PC..they work well and connect without any trouble. Thing is when I use them for voice chatting people say that I sound far off or muffled. When I listen to music on youtube, the music sounds far off. (not sure if im doing something wrong or there are drivers/software that would help..have not found any) When I connect with my phone and use for voice chatting its very clear and works perfectly. Same with me hearing other people/music works perfect. I would suggest these to someone that is using them on/for the phone. Have not tried with any other device. The cord is also very short, but a basic android charger fits them. I also have not used the connector cable on the PC because I really want wireless..","3.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews&sortBy=helpful"
"1574952920-3295","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Amazon Customer","059 is a Stylish headphone, but MPOW H1 is more suitable for me.","December 14, 2017","Pros: Looks beautiful. Sound quality is OK. Connection is easy and fast. Battery life is long.

Cons: Too tight. Not recommended for long-time wearing.

---------------------------------------------------------update Jan 3, 2018 (below)-----------------------------------------------------------

The customer service team offered me a chance to try MPOW H1, after knowing that I'm unhappy with 059, which is really sweet.
And I have to say MPOW H1 is really fantastic! I love this product.

1. MPOW H1 has a more natural sound. This is only a personal taste though. If you prefer more bass, maybe you should choose 059.
2. H1 is lighter and more comfortable. It has more flexibility than 059, which makes it more adjustable for people with a bigger head (like me).
To me, these are crucial improvements compared with 059. Now I can enjoy wearing it all day long~

Highly recommend H1.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews&sortBy=helpful"
"1574952888-3142","https://www.amazon.com/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","matt lohkamp","mediocre headphones OR an adequate headset, can't be both.","January 24, 2018","These headphones are comfortable enough to wear for an hour or two, but not much longer - and though the sound quality leaves *much* to be desired, you get what you pay for where audio gear is concerned. Bluetooth connectivity works with no trouble, and the option of pairing with multiple devices is appreciated. The microphone is sufficient for voice chatting (1ch 16bit 8000hz, aka Telephone Quality)

My main complaint with these headphones is the sound quality change that happens while you're using the mic. While using them as merely headphones, you can get readonably clear (2ch 16bit 44100hz, aka CD Quality) audio playback - the speakers themselves sound awfully tinny and weak, but at least the playback quality is acceptable. However, as soon as you activate the microphone, the quality drops significantly (to 1ch 16bit 8000hz, aka Telephone Quality, to match the microphone.) Imagine that instead of listening to your favorite track on a normal pair of headphones, you're listening to it through your phone speaker, transmitted from your friend who's holding their phone up to their laptop speakers - it's awful.

Honestly, you're better off spending more money on better gear, if you have the option - but if you don't, just know that you can either use this set as mediocre headphones, or an adequate headset for voice chat - never both at the same time. If you like to listen to music while your game and wan to still leave your mic active, you should look for a different product.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Mpow-Bluetooth-Headphones-Wireless-Memory-Protein/product-reviews/B01NAJGGA2/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews&sortBy=helpful"
