web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574954415-5474","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Reverend_Dyslow","Cheap junk...  DO NOT BUY","July 4, 2019","ZERO stars on ALL FRONTS.  These crappy things do NOT stay connected (and my phone is brand new).  Its IMPOSSIBLE to enjoy ANYTHING when the brand new headphones you just bought are PURE GARBAGE.  BUYER BEWARE","1.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews&sortBy=helpful"
"1574954362-5237","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Dano","Can skip forward but not rewind","August 27, 2019","I was skeptical about over the ear headphones, but decided to give them a try after reading good reviews from other runners. I run and strength train and enjoy listening to music w ear buds. There are times when i have taken out one bud to listen to  outdoor sounds and my breathing when running so i thought it would be nice to have headphones that gave me both. Upon receiving these I was not expecting much but, I did like the sound they produced considering their structure. Beware, if ur expecting the in ear, bud noise cancelling sound, u will be disappointed. These are what they say they are, the ability to hear some music and answer calls while also hearing noises around you.
For this they do deliver.
There are a pair of foam ear plugs included, you can plug your ears and this amplify the sound slightly by cancelling some of the outside noise.
You can push the multi-function button twice to play the next song, but you are not able to replay the previous song, which i found to be a Miss. I really enjoy replaying my favs, over and over and find the lack of this function to be a  deal breaker. Also, as another reviewer stated, the arms around the back of the neck are long and hang down, having adjustable arms would've been a nice feature.

UPDATE: The non-adjustable arms and a key feature,FOR ME, the inability to reply a previous song was enough to return this item.","4.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews&sortBy=helpful"
"1574954415-5471","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Kelly ross","Great for outdoor use","June 4, 2019","This is the second set of these headphones that I have had, they work great even on airplanes. The only drawback is that if the room is very loud it can be hard to hear people on phone calls unless you put in ear plugs (which works VERY well)","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews&sortBy=helpful"
"1574954372-5278","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Maggie","The best","October 14, 2019","I love these headphones. Not as much volume gets in your open ears as you'd think, but it's still possibe to hear your surroundings. I have used these now on shorter runs, just while sitting still, and on a half marathon, and the only thing I didn't love them for was when I was sitting still (didn't love the constant buzzing feeling on my skull). I will certainly continue loving them for running! I was able to forget they were there (usually with in ear headphones, the buds get sweaty and I have to constantly push them back in).","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews&sortBy=helpful"
"1574954376-5293","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","ERay","I would get them again and works great!!","May 24, 2019","Good product my sons friend has some and loves them.  I can’t stand something inside my ear all day long so thought these might be perfect for times I need them and they are great.  When the volume is super high I do get a bit of a tickle vibrating but not anything bad.  I use them mostly when I help my son mow lawns or I’m listening to a book that everyone in my household doesn’t want to listen to as well.  I would get again good product.  Charge keeps for a good period of time and no annoying cord.","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews&sortBy=helpful"
"1574954372-5270","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Nnanelle","Safer while walking","July 24, 2019","I like listening to podcasts and music while walking, but when wearing earbuds it's scary that I can't hear my surroundings. I did a bit of research and decided to give these a try because they seemed comfortable and wouldn't break the bank. Overall they are perfect for what I need. Yes, when I'm on a busy road I have a hard time hearing the music/podcast, but at least I feel safer. I usually have an issue with earbuds or headphones in that after I've worn them for a bit (30 min or more) I'll start to get uncomfortable. With these I can feel them, but there's no pain or discomfort. I like how they can take a bit of sweat or rain (and where I live there's a lot of rain).","4.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews&sortBy=helpful"
"1574954413-5461","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Mjr","Amazing","January 15, 2019","The sound quality is great and the battery life is pretty amazing. You can easily carry on a conversation with the music on and not have to lower the volume. So much better than having something to stick in your ears or to cover them completely and not hear a thing.","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews&sortBy=helpful"
"1574954409-5442","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Rachel","Horrible product! Barely 2 months of usage and dead! Waste of time and money!","November 4, 2019","Horrible product, do not waste your money or time! I wish I had returned them, but now I cannot. I kept trying them and thinking they would grow on me....and now they are dead. They will charge, but they will NOT turn on and play with being plugged into the charger. Once they are unplugged from the charger....they are dead as a door nail. I barely got 2 months of use out of them. Barely. Total waste of time and money...and I need earphones to run with!!! Ugh.","1.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews&sortBy=helpful"
"1574954417-5479","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Levi Towns","I would buy again.","September 27, 2019","After a couple weeks if use I've noticed a few things about this product. Firstly I've gotten the battery to last 8 hours and I like the sound quality. Second is that as I move my head around there is a tendency for the speakers to move closer to my ear making the sound more muffled. Lastly that after 10 hours of use the compression on the back of my glasses begins to be uncomfortable on the back and top of my ears.","4.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews&sortBy=helpful"
"1574954383-5324","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Daniel Weitz","Seriously, send your personal data to Libya?","November 13, 2018","There are two problems with this headset:
1) You cannot adjust them on your head; one size does not comfortable fit all.
2) Send your personal data to LIBYA for the warranty?  You have got to be kidding.","3.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews&sortBy=helpful"
"1574954402-5415","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Deidre Nelson","Good Quality, Gift For Husband=He Loves!","April 23, 2019","Bought these for my husband after he saw a friend at the gym with them on. He likes that they don’t go IN your ear. He’s ran with them on & said they worked well. Only dislike is that your ear kinda “tickles” from the vibration at louder levels of volume. Could be just him though.","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews&sortBy=helpful"
"1574954355-5206","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Christopher Brady","Excellent for almost everything","September 6, 2018","Battery lasts 7+ hours every time.  I use mine all day long,  every single day.  Yes.  Everyday.
I have had them for 1.5+ years.  I have used them all over the world.  I won't travel with out them!  I actually carry a second pair in case I end up somewhere where I don't have power (EMERGENCY BACKUP!)

I work out every day with them and have no issues due to sweat or water.","5.0 out of 5 stars","",""
"1574954374-5282","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","En One","Great for hearing the world with stereo, above your ears might get crowded, small power button","July 17, 2019","I had the previous version that was wired and liked it. Not that I have the Bluetooth version it much easier to use. Pros are that it allows you to hear stereo without cutting you off from the world. Running, biking, hiking... all much safer and enjoy able. Cons are that the area over your ears can get pretty crowded with these headphones, plus sunglasses, plus a helmet or hat. The power button is tiny and a pain to find/use they should have had the pause/play button double as the power button instead. Short press pause/play; long hold power.","4.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews&sortBy=helpful"
"1574954376-5291","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Amazon Customer","Great!","June 19, 2019","I absolutely love these. I bought these for when I'm riding my bike so that I could hear traffic around me or rattle snakes in the area that I ride in. They are extremely comfortable. The battery life is great in my opinion. I played music that was streamed through my phone on them while at work and nobody could tell that I had them on because the sound was low enough that nobody could hear. The battery lasted about 8 hours on a full charge and running continuously. I sometimes even wear them in boring meetings to listen to music and nobody is any the wiser!","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews&sortBy=helpful"
"1574954389-5354","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Stephanie Marks","Really bad sound leakage","February 7, 2019","The headphones fit well and look fine but leak sound like crazy. When wearing them, even with the sound down low others can hear every note and word of the song crystal clear. Would be fine in a situation where it doesn’t matter but not good for any public situation.","1.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews&sortBy=helpful"
"1574954364-5243","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Russ","Noisy environment headphones, can even be worn with hearing protection","October 31, 2018","If you want to listen to music or listen to anything in loud environments, these are what you want! You can wear hearing protection and still hear everything clearly. They work great in any environment really. Another great perk is the battery life is way longer than what is advertised. I use these everyday and have been very impressed with the quality. I'm not very impressed about the calling feature being the same button as the play/pause button, sorry again to anyone I accidentally called. I've gotten use to it and sometimes disable the calling feature in the  Bluetooth settings. These headphones are not as clear of sound quality as good ear buds or headphones, but in the right environment the sound quality is excellent.","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
"1574954398-5389","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Ujku Plak","They hurt.","December 9, 2018","I hate them. They hurt my ears so bad, but can't find another brand.","1.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews&sortBy=helpful"
"1574954381-5309","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","marcus evans","These are pretty cool!","July 10, 2019","I purchased these to wear while running, primarily.  I love that they don't go inside of your ear canal...so you can still be present with your surroundings.  However, the sound quality is great...so you can focus on what is coming thru the headphones, as well.  The ""bone conductions technology"" is interesting.  it makes your face vibrate (and gives me a 'chill' if I turn the volume up to high - sends a shiver down my spine).  The vibrations seem to give you the perception that you are hearing low frequencies when you are actually feeling them.  These things are interesting.","4.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews&sortBy=helpful"
"1574954391-5361","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Greg","Not good with Garmin 645 Music","May 5, 2019","My second pair. Overall, I like them.  But neither pair works well with my Garmin 645 Music.  If I run with hands low, like normal,  the music breaks up badly.  It forces me to run with high hands.  I have some cheap Craze Bluetooth headphones and never have this issue. Trekz standard solution for everything is manual reset and that's no help.","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews&sortBy=helpful"
"1574954358-5210","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Shellback","Accept a new normal, and you'll love these","June 9, 2019","I am a couple months in on these head phones.  I am an avid mountain biker so I needed something that had good sound, stayed in place and still allowed me to have situational awareness ( mountain lions, bears, and rattle snakes  oh my!!)  I'll give my review by addressing other peoples concerns.

Some people don't like that they move around on your head.  It is true that as you move your head, they do pivot at the speakers.  This took me a few days to get used to but I don't even notice anymore.  The speaker part stays in place in front of your ear while the back moves up and down as your head moves.  While mountain biking they pivot as needed but stay firmly on my head.

Some people have said the sound quality isn't great.  This is true if you are an audiophile with $20k worth of high end sound equipment at home.  For us normal people, the sound quality is very good.  I can clearly hear the music even when I am shooting down a steep rock garden, adrenaline pumping, praying I don't crash.

Other pro's:
- Battery life is good
- Very comfortable
- They fit well while I am wearing my bike helmet and safety glasses.

Overall, I am very happy with my purchase.  I understand that these types of headphones are not for everyone, but for me and my active lifestyle, they have been outstanding, and if you can accept a new normal when wearing headphones, I think you will love (or at least like) them too.","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews&sortBy=helpful"
"1574954389-5357","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Chuck Phill","Finaly Found my Gym Headphones","June 17, 2019","These work great are sturdy and stay on while doing High intensity training, Strongman Weightlifting or even hanging upside down. These are the first headphones that have stayed in place through out all my workouts. they also do not obstruct the ear canal which makes communication to a coach or gym buddy easy and helps facilitate a safer environment","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews&sortBy=helpful"
"1574954389-5356","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","DynamicFly","Great headset, the Airs are much better","September 17, 2019","I ordered these because a friend owned them and loved them. I really like that I can still hear outside sounds as it is safer when I am walking, running, and riding.  However, this model hurt my ears after wearing for a while, especially with sunglasses on.  I returned them and bought the Air model and they are 10x better for fit and comfort!","4.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews&sortBy=helpful"
"1574954367-5251","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Pedro N. Oliveira Vieira","Good for certain tasks","September 17, 2019","I gave these headphones a four star review based on what these headphones are good at:
1. Earpieces don't stay in my ear so this obviously bypasses that problem
2. For ridding, the open ear nature of these headphones is great because I can still take input from the outside world for safety
3. For running, my ears can ""breath"" and it's a much more comfortable feeling

What they are not good at is:
1. Canceling noise, if your environment is noisy, in my experience I have difficulty hearing the music (includes air rushing by your ears when ridding)
2. Sound quality is mediocre
3. When the volume is turned up high, it vibrates against my bones which is uncomfortable.

I did decide to keep the headphones and would recommend them with the above mentioned issues. Hope that was helpful!","4.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews&sortBy=helpful"
"1574954369-5261","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Lregister","Excellent sound! Easy to use","December 18, 2018","I just got them a couple of days ago. I charged the set yesterday and tried it out last night.
The instructions are straightforward and easy to follow. Sound is great; there’s nothing in the ears which is nice. They’re relatively invisible, not that that was a selling point.
I’ll get used to installing them on my ears and the weirdness of the hard plastic on my neck :)  I’m glad I got ‘em","5.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574954411-5458","https://www.amazon.com/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","juan cossio","Despues de un año","October 29, 2019","después de un año de uso uno de los auriculares dejo de funcionar realmente son muy buenos pero hasta hace unas semanas ya no escucho si no por un lado esperaba que duraran mucho mas que solo un año.","3.0 out of 5 stars","Next page→","https://www.amazon.com/AfterShokz-Conduction-Headphones-Reflective-AS600SG-BR/product-reviews/B07G3JMPBZ/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews&sortBy=helpful"
